model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult thorax by wing PC1	TR208650|c0_g1_i1	2006	16.605	-1.3444	0.012883	NA	ARMC7	armadillo repeat containing 7	PFAM (Arm, MaoC_dehydratas)	No	FALSE
adult thorax by wing PC1	TR235637|c1_g1_i1	2007	89.37	2.426	0.012883	NA		chitin binding	PFAM (CBM_14, Tim17), SMART (ChtBD2, SIGNAL, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR219551|c1_g2_i3	2008	34.073	1.1178	0.012924	Pnut septin	PNUT	Septin	PFAM (Septin, DUF258, AIG1), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR235201|c3_g2_i14	2010	6.1992	3.4001	0.013015	NA		Inherit from biNOG: RUN and SH3 domain containing 2	PFAM (RUN, SH3_2, SH3_1), SMART (COIL, SH3, RUN)	No	FALSE
adult thorax by wing PC1	TR213345|c6_g2_i1	2013	71.865	1.4716	0.013094	puckered	PUC	DSPc	PFAM (DSPc, Rhodanese, Y_phosphatase), SMART (DSPc, RHOD, COIL)	No	FALSE
adult thorax by wing PC1	TR239718|c1_g1_i1	2021	12.505	-1.6478	0.013191	NA	C2ORF49	chromosome 2 open reading frame 49		No	FALSE
adult thorax by wing PC1	TR199937|c0_g1_i1	2022	50.787	1.3051	0.013208	NA		K00615 transketolase EC 2.2.1.1	PFAM (Transketolase_N, Transket_pyr, Transketolase_C, E1_dh, XFP_N, TPP_enzyme_C), SMART (Transket_pyr)	No	FALSE
adult thorax by wing PC1	TR258329|c0_g1_i2	2025	11.597	1.4356	0.013316	NA		Membrane-associated protein	PFAM (Nckap1)	No	FALSE
adult thorax by wing PC1	TR239858|c1_g6_i1	2026	18.106	1.5478	0.013338	NA		ZIP Zinc transporter	PFAM (Zip), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR281010|c0_g1_i2	2027	21.09	-1.73	0.01336	cadherin	CADN	Cadherins are calcium dependent cell adhesion proteins (By similarity)	PFAM (Cadherin, Laminin_G_2, Laminin_G_1, EGF, Cadherin_C, EGF_2, Cadherin_pro, Dynein_heavy), SMART (CA, EGF, LamG, TRANS, EGF_CA, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR253362|c0_g1_i1	2029	34.58	-1.1361	0.013378	NA		BCL7, N-terminal conserver region	PFAM (BCL_N)	No	FALSE
adult thorax by wing PC1	TR283722|c0_g1_i1	2031	85.87	1.4213	0.013421	NA		Multiple inositol polyphosphate phosphatase	PFAM (Acid_phosphat_A), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR54364|c0_g1_i1	2035	260.93	2.1628	0.013547	NA		NA	PFAM (Allatostatin), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR262819|c2_g5_i2	2039	10.864	-1.7321	0.013617	NA		Protein of unknown function (DUF423)	PFAM (DUF423), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR243285|c0_g1_i1	2042	162.39	1.1257	0.013659	NA		CY	PFAM (Cystatin, Peptidase_C1, Inhibitor_I29), SMART (CY, Pept_C1, Inhibitor_I29, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR204644|c0_g1_i1	2044	69.146	1.8799	0.013703	forkhead		forkhead	PFAM (Fork_head), SMART (FH, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR266367|c3_g2_i1	2045	4.5292	2.7002	0.01376	NA		Endonuclease/Exonuclease/phosphatase family	PFAM (Exo_endo_phos, RVT_1, RnaseH), SMART (ZnF_C2HC)	No	FALSE
adult thorax by wing PC1	TR271166|c0_g1_i1	2050	15.335	1.657	0.01387	NA		sodium-independent sulfate anion	PFAM (Sulfate_transp, STAS), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR208892|c1_g1_i1	2051	77.685	1.0112	0.013875	NA		Nucleolar protein	PFAM (NOP5NT, NOSIC, Nop), SMART (NOSIC, COIL)	No	FALSE
adult thorax by wing PC1	TR243596|c0_g1_i1	2053	108.09	-1.0663	0.013891	RIC-3	RIC-3	NA	SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR279364|c0_g1_i1	2054	9.5519	-2.0567	0.013938	MARS2	MARS2	MethionyltRNA synthetase	PFAM (tRNA-synt_1, tRNA-synt_1g, tRNA-synt_1e, Anticodon_1), SMART (COIL)	Yes	TRUE
adult thorax by wing PC1	TR202038|c6_g4_i1	2055	13.089	-1.8265	0.013948	NA		Removes the N-terminal methionine from nascent proteins (By similarity)	PFAM (Peptidase_M24, zf-MYND)	No	FALSE
adult thorax by wing PC1	TR196147|c1_g1_i1	2059	12.393	-1.663	0.014053	NCAPD2	NCAPD2	Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes. The condensin complex probably introduces positive supercoils into relaxed DNA in the presence of type I topoisomerases and converts nicked DNA into positive knotted forms in the presence of type II topoisomerases (By similarity)	PFAM (Adaptin_N), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR206835|c0_g3_i1	2061	7.8429	-2.0582	0.014072	NA		Protein of unknown function (DUF1279)	PFAM (DUF1279), SMART (TRANS, COIL)		FALSE
adult thorax by wing PC1	TR239365|c1_g1_i1	2063	7.7072	2.3429	0.014117	NA		sodium solute symporter	PFAM (SSF), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR231223|c0_g1_i1	2064	7.0077	1.6085	0.014128	NA		Inherit from biNOG: TELO2 interacting protein 1	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR201495|c6_g3_i1	2065	144.17	1.8639	0.014137	cathepsin	CTSE	cathepsin	PFAM (Asp, A1_Propeptide), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR275565|c3_g2_i1	2067	45.267	1.0951	0.014157	NA		Endomembrane protein 70	PFAM (EMP70, RhoGEF), SMART (TRANS, SIGNAL, COIL, PH, RhoGEF)	No	FALSE
adult thorax by wing PC1	TR226578|c0_g1_i1	2069	9.0317	1.5679	0.014266	NA		LRRCT	PFAM (LRR_1, 7tm_2, HRM, Amino_oxidase, I-set, GPS), SMART (TRANS, LRR, LRR_TYP, LRRCT, IG, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR197720|c0_g1_i1	2071	9.0592	2.8935	0.014269	Orct	ORCT	Organic cation transporter	PFAM (MFS_1, Sugar_tr, TRI12), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR253885|c0_g1_i1	2072	31.54	1.2929	0.014269	NA	FUCT6	Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans (By similarity)	PFAM (SH3_2), SMART (SH3, TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR278438|c2_g1_i1	2073	37.927	1.1231	0.014269	NA		Protein of unknown function (DUF3595)	PFAM (DUF3595), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR237970|c3_g1_i1	2076	129.72	-1.223	0.014444	Ypsilon schachtel	YPS	'Cold-shock' DNA-binding domain	PFAM (CSD), SMART (CSP)	No	FALSE
adult thorax by wing PC1	TR242063|c2_g6_i2	2080	242.12	2.0176	0.014601	NA		to Inter-alpha-trypsin inhibitor heavy chain H4 precursor (ITI heavy chain H4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120	PFAM (VWA, VIT), SMART (VWA, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR227573|c1_g1_i1	2084	34.174	1.2753	0.014755	NA		Fatty acid hydroxylase superfamily	PFAM (FA_hydroxylase), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR249999|c2_g1_i1	2085	28.287	1.4557	0.014789	NA	ORCT	Organic cation transporter	PFAM (MFS_1, Sugar_tr, TRI12), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR281518|c0_g2_i1	2088	24.064	1.5359	0.014905	NA		Serine protease inhibitor	PFAM (Serpin, zf-AD), SMART (SERPIN, SIGNAL, zf-AD)	No	FALSE
adult thorax by wing PC1	TR278670|c1_g1_i1	2089	6.3438	6.5265	0.014921	NA		Flavin containing amine oxidoreductase	PFAM (Amino_oxidase, FAD_binding_2, DAO, FAD_binding_3, Thi4, Pyr_redox_2, Pyridoxal_deC, Beta_elim_lyase), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR284914|c0_g1_i4	2091	26.621	-1.6271	0.014958	neuromusculin	NRM	IG_like	PFAM (C2-set_2, V-set, I-set, C1-set, ig), SMART (IG, IG_like, TRANS, IGc2, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR241207|c6_g1_i4	2098	27.783	1.038	0.015103	NA		PH	PFAM (PH), SMART (PH)	No	FALSE
adult thorax by wing PC1	TR220471|c0_g1_i15	2102	27.43	-2.156	0.01516	NA		NA	PFAM (C1_1, SH3_1, SH3_2), SMART (COIL, C1, SH3)	No	FALSE
adult thorax by wing PC1	TR284777|c0_g1_i2	2105	134.68	-2.1887	0.015185	NA		heterochromatin organization	PFAM (HABP4_PAI-RBP1), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR227355|c1_g1_i3	2107	8.7461	-1.917	0.015212	NA		Inherit from NOG: Alcohol dehydrogenase transcription factor Myb/SANT-like	PFAM (BESS, MADF_DNA_bdg), SMART (MADF)	No	FALSE
adult thorax by wing PC1	TR240661|c0_g1_i1	2112	42.63	1.0783	0.015321	NA		Dehydrogenase	PFAM (Acyl-CoA_dh_M, Acyl-CoA_dh_2, Acyl-CoA_dh_1, Acyl-CoA_dh_N)	No	FALSE
adult thorax by wing PC1	TR227334|c3_g1_i1	2116	12.152	-2.1124	0.015359	NA		Solute carrier family 25 member	PFAM (Mito_carr), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR217732|c0_g1_i1	2118	25.007	1.6138	0.015369	NA		lipase 3-like	PFAM (Abhydrolase_1, Abhydro_lipase), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR273790|c14_g8_i2	2122	6.9728	1.8765	0.015565	NA		Inherit from KOG: serine active site containing 1	SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR257265|c1_g1_i2	2124	30.772	1.506	0.015585	NA	ADE2	AIR synthase related protein, N-terminal domain	PFAM (AIRS_C, AIRS), SMART (GATase_5, COIL)	No	FALSE
adult thorax by wing PC1	TR239186|c4_g2_i2	2125	5.0365	2.3546	0.0156	mamo	MAMO	Inherit from KOG: Zinc finger protein	PFAM (BTB), SMART (ZnF_C2H2, BTB, COIL)	No	FALSE
adult thorax by wing PC1	TR206747|c4_g1_i2	2129	2.5146	3.8477	0.015709	NA	CHKA	Choline kinase	PFAM (Choline_kinase, APH, DUF227)	No	FALSE
adult thorax by wing PC1	TR283449|c0_g1_i1	2130	210.47	1.5362	0.015739	NA		Microtubule-associated protein	PFAM (DUF1213), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR234370|c6_g1_i1	2132	25.464	1.2175	0.015758	Dicer2	DCR-2	Pfam:dsRNA_bind	PFAM (Ribonuclease_3, PAZ, dsRNA_bind, Helicase_C, ResIII, DEAD, dsrm), SMART (RIBOc, PAZ, HELICc, DEXDc, DSRM)	No	FALSE
adult thorax by wing PC1	TR239876|c5_g5_i3	2134	13.008	1.6377	0.01577	Scr	SCR	Sex combs reduced	PFAM (Homeobox), SMART (HOX, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR223254|c1_g3_i1	2137	15.636	1.3649	0.015913	NA		Hydrolase that can remove conjugated ubiquitin from proteins and may therefore play an important regulatory role at the level of protein turnover by preventing degradation (By similarity)	PFAM (OTU, ubiquitin), SMART (COIL, UBQ, TRANS, ZnF_C2H2)	No	FALSE
adult thorax by wing PC1	TR237504|c4_g1_i3	2138	2.858	5.37	0.015913	NA		synapse-associated protein	PFAM (BSD), SMART (BSD, COIL)	No	FALSE
adult thorax by wing PC1	TR262805|c0_g2_i6	2142	3.4084	3.9205	0.016075	NA		Plant transposon protein	PFAM (Plant_tran)	No	FALSE
adult thorax by wing PC1	TR110072|c0_g1_i1	2145	263.25	2.4331	0.016196	NA		NA	PFAM (Allatostatin), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR205766|c4_g9_i3	2148	2.4009	3.7024	0.016217	runt	RUN	Runt domain	PFAM (Runt)	No	FALSE
adult thorax by wing PC1	TR280496|c0_g1_i2	2149	47.876	-1.1354	0.016217	NA		OCIA domain-containing protein	PFAM (OCIA), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR100650|c0_g1_i1	2150	730.93	1.0832	0.016223	mp20	MP20	Muscle-specific protein	PFAM (CH, Calponin, CAMSAP_CH), SMART (CH)	No	FALSE
adult thorax by wing PC1	TR211081|c0_g1_i1	2151	25.021	1.0288	0.016223	NA		PX	PFAM (PX, Vps5), SMART (PX, COIL)	No	FALSE
adult thorax by wing PC1	TR201838|c1_g2_i1	2154	201.56	1.2634	0.016313	NA		DnaJ domain	PFAM (DnaJ, Myb_DNA-binding), SMART (SANT, COIL, TRANS, DnaJ, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR256432|c0_g1_i1	2159	15.53	2.14	0.016443	NA		transporter	PFAM (Sugar_tr, MFS_1, Folate_carrier), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR200391|c0_g1_i3	2163	948.07	2.7254	0.016599	NA		Leucine Rich Repeat	PFAM (LRR_1), SMART (LRR)	No	FALSE
adult thorax by wing PC1	TR212692|c0_g1_i1	2164	44.839	-1.062	0.016648	NA		Pfam:Di19	PFAM (ZZ, Di19), SMART (ZnF_ZZ, ZnF_C2H2, COIL, ZnF_C2HC)	No	FALSE
adult thorax by wing PC1	TR244785|c1_g1_i4	2165	10.235	1.8555	0.016648	NA		Peptidase C26	PFAM (Peptidase_C26, GATase), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR264517|c0_g10_i1	2166	9.9967	1.5006	0.016648	NA		Integral membrane protein DUF106	PFAM (DUF106), SMART (TRANS, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR203122|c0_g2_i1	2168	7.8453	6.7426	0.016665	NA		Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	PFAM (Tubulin, Tubulin_C), SMART (Tubulin, Tubulin_C, COIL)	No	FALSE
adult thorax by wing PC1	TR239881|c1_g2_i4	2175	7.7193	1.9888	0.01681	NA	LOJ	emp24/gp25L/p24 family/GOLD	PFAM (EMP24_GP25L), SMART (TRANS, EMP24_GP25L, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR208888|c51_g1_i1	2177	204.59	1.3041	0.016829	Fem-1		sex-determining protein fem-1	PFAM (Ank), SMART (ANK)	No	FALSE
adult thorax by wing PC1	TR210920|c1_g1_i2	2182	4.5757	-2.1982	0.017177	NA		EamA-like transporter family	PFAM (EamA), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR208955|c0_g3_i2	2184	13.516	1.4737	0.017252	NA	METL	Methyltransferase domain	PFAM (Methyltransf_11, Methyltransf_12, Ubie_methyltran, MTS, TehB, CMAS), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR222047|c0_g2_i1	2186	15.142	1.8755	0.017276	NA		Zinc carboxypeptidase	PFAM (Peptidase_M14), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR259436|c0_g3_i1	2189	30.85	1.7279	0.017364	NA		Esterase	PFAM (COesterase, Abhydrolase_3), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR220514|c0_g1_i1	2190	111.04	1.2178	0.017425	aquaporin		Aquaporin	PFAM (MIP), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR224196|c1_g1_i1	2193	408.09	-2.9028	0.017653	Lubel		IBR	PFAM (IBR), SMART (RING, IBR, COIL, ZnF_RBZ, TRANS)	No	FALSE
adult thorax by wing PC1	TR216609|c2_g1_i5	2195	10.686	3.3657	0.017706	sesB	SESB	ADP ATP translocase	PFAM (Mito_carr, CH), SMART (TRANS, CH)	No	FALSE
adult thorax by wing PC1	TR202842|c1_g3_i2	2200	29.314	1.1451	0.017881	NA		copper uptake protein	PFAM (Ctr), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR235227|c5_g1_i9	2201	70.122	-1.9253	0.017881	NA		S_TKc	PFAM (Pkinase_Tyr, Pkinase), SMART (COIL, S_TKc, SIGNAL, STYKc)	No	FALSE
adult thorax by wing PC1	TR263521|c1_g11_i2	2202	11.433	-2.0026	0.017881	NA		SET domain	PFAM (SET, zf-MYND), SMART (SET, COIL)	No	FALSE
adult thorax by wing PC1	TR268029|c0_g1_i5	2204	37.402	2.5629	0.017892	klaroid	KOI	Sad1 / UNC-like C-terminal 	PFAM (Sad1_UNC), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR202852|c1_g1_i1	2205	42.02	1.3729	0.017901	regucalcin	REGUCALCIN	anterior fat body protein	PFAM (SGL), SMART (SIGNAL, PQQ)	No	FALSE
adult thorax by wing PC1	TR239241|c0_g1_i1	2206	26.844	1.2747	0.017937	NA		Nucleolar complex-associated protein	PFAM (CBF, NOC3p), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR275346|c1_g1_i1	2207	50.501	-1.2682	0.017963	NA		Glycine cleavage system H protein	PFAM (GCV_H)	No	FALSE
adult thorax by wing PC1	TR197112|c2_g1_i1	2209	14.491	4.7682	0.017986	NA		small ubiquitin-related modifier-like	PFAM (Rad60-SLD, ubiquitin), SMART (UBQ)	No	FALSE
adult thorax by wing PC1	TR240769|c0_g2_i1	2210	9.9036	1.4585	0.018018	sigmar/CG4091		Tumor necrosis factor alpha-induced protein 8-like	PFAM (DUF758), SMART (SIGNAL)	No	FALSE
adult thorax by wing PC1	TR239949|c1_g2_i1	2211	6.3104	2.3185	0.018062	NA		thiolester hydrolase activity	PFAM (Peptidase_C78, RNase_PH), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR264593|c1_g1_i6	2212	45.248	1.7838	0.018073	NA		cationic amino acid transporter	PFAM (AA_permease), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR243664|c0_g1_i1	2213	54.281	1.0985	0.018097	NA	TAL	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway (By similarity)	PFAM (Transaldolase)	No	FALSE
adult thorax by wing PC1	TR238006|c0_g1_i1	2214	14.556	1.2858	0.018119	ligatin	LIGATIN	translation Initiation Factor	PFAM (SUI1, PUA, SWIB), SMART (PUA)	No	FALSE
adult thorax by wing PC1	TR231493|c0_g1_i2	2218	190.69	-1.0266	0.018238	NA		Lipid storage droplets surface-binding protein	PFAM (Perilipin), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR283538|c0_g1_i1	2219	9.5984	1.4025	0.018284	SAS-6	SAS-6	Inherit from biNOG: spindle assembly 6 homolog (C. elegans)	SMART (COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR198178|c1_g1_i2	2221	38.348	-1.1448	0.018328	NA		DNA damage-binding protein	PFAM (CPSF_A)	No	FALSE
adult thorax by wing PC1	TR220486|c0_g1_i1	2224	14.167	1.3316	0.018507	NA	RPI135	DNA-directed RNA polymerase	PFAM (RNA_pol_Rpb2_6, RNA_pol_Rpb2_7, RNA_pol_Rpa2_4, RNA_pol_Rpb2_1, RNA_pol_Rpb2_3, RNA_pol_Rpb2_2, RNA_pol_Rpb2_5)	No	FALSE
adult thorax by wing PC1	TR204462|c0_g2_i3	2225	19.963	2.2228	0.018522	cap-n-collar		Segmentation protein	PFAM (bZIP_1, bZIP_2, bZIP_Maf), SMART (BRLZ, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR261643|c1_g1_i3	2226	35.792	1.1211	0.018532	NA		WD repeat-containing protein 35-like	PFAM (WD40), SMART (WD40)	No	FALSE
adult thorax by wing PC1	TR210375|c2_g1_i1	2228	36.226	-1.3413	0.018792	NA		Septin	PFAM (DUF258, Septin, AIG1, MMR_HSR1), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR71960|c0_g1_i1	2232	171.01	2.5102	0.018945	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR203376|c0_g1_i1	2236	28.041	1.2622	0.019003	NA		Ion channel regulatory protein UNC-93	PFAM (UNC-93, MFS_1), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR246599|c0_g1_i1	2244	10.64	1.7604	0.019127	NA	BGB	Core binding factor beta subunit	PFAM (CBF_beta), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR281482|c0_g1_i1	2245	8.0052	5.5252	0.019196	NAP1	NAP1	Nucleosome assembly protein	PFAM (NAP), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR280894|c3_g2_i1	2247	238.74	1.9557	0.01924	NA		Dehydrogenase	PFAM (adh_short, KR, Epimerase, 3Beta_HSD), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR282987|c1_g1_i1	2248	24.145	1.3548	0.01925	cyclin-G	CYCG	Cyclin, N-terminal domain	PFAM (Cyclin_N, hATC), SMART (CYCLIN, COIL)	No	FALSE
adult thorax by wing PC1	TR274264|c0_g1_i1	2253	418.23	-1.3295	0.019306	NA		ryanodine receptor	PFAM (RyR, SPRY, RYDR_ITPR, Ins145_P3_rec, MIR, RR_TM4-6, RIH_assoc, Ion_trans), SMART (TRANS, MIR, SPRY, COIL)	No	FALSE
adult thorax by wing PC1	TR277103|c0_g1_i1	2258	12.445	-1.4505	0.019477	NA		Metallo-beta-lactamase superfamily	PFAM (Lactamase_B), SMART (Lactamase_B, COIL)	No	FALSE
adult thorax by wing PC1	TR255798|c1_g1_i14	2268	214.62	-1.9078	0.019797	NA		LIM domain	PFAM (LIM), SMART (LIM, COIL)	No	FALSE
adult thorax by wing PC1	TR282453|c0_g1_i1	2273	8.1222	1.4242	0.020032	NA		Cleavage and polyadenylation specificity factor	PFAM (Lactamase_B, Beta-Casp, RMMBL, CPSF73-100_C), SMART (Beta-Casp, Lactamase_B, CPSF73-100_C)	No	FALSE
adult thorax by wing PC1	TR275896|c0_g2_i1	2274	4.1516	7.6987	0.020053	NA		S_TKc	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TKc, COIL)	No	FALSE
adult thorax by wing PC1	TR102657|c0_g1_i1	2275	399.68	1.089	0.02009	NA		Copper/zinc superoxide dismutase (SODC)	PFAM (Sod_Cu), SMART (SIGNAL)	No	FALSE
adult thorax by wing PC1	TR214068|c0_g3_i2	2278	10.27	-1.792	0.020165	NA		NA	PFAM (RVT_1)	No	FALSE
adult thorax by wing PC1	TR254803|c0_g1_i1	2284	38.211	-1.124	0.02038	NA		Maf-like protein	PFAM (Maf)	No	FALSE
adult thorax by wing PC1	TR206776|c4_g1_i3	2288	34.994	-1.3939	0.020506	NA		A1pp	PFAM (Macro), SMART (A1pp, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR243005|c0_g1_i2	2289	67.238	1.8948	0.020519	NA		Sad1 / UNC-like C-terminal 	PFAM (Sad1_UNC), SMART (COIL, TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR219551|c0_g1_i1	2292	60.959	1.0343	0.020552	NA		ribosome	PFAM (RRS1)	No	FALSE
adult thorax by wing PC1	TR229901|c3_g1_i1	2294	5.6666	-2.0695	0.02056	NA		Uncharacterized conserved protein (DUF2217)	PFAM (DUF2217), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR207266|c0_g4_i1	2298	15.717	1.3812	0.020709	NA		Required for proper 34S pre-rRNA processing and 60S ribosome subunit assembly (By similarity)	PFAM (UPF0113), SMART (PUA)	No	FALSE
adult thorax by wing PC1	TR254911|c0_g1_i1	2304	26.035	1.7855	0.020768	NA		KR domain	PFAM (KR, adh_short, Epimerase)	No	FALSE
adult thorax by wing PC1	TR227412|c2_g1_i3	2308	2.1211	2.768	0.020897	NA	THAP6	THAP domain containing 6	PFAM (THAP), SMART (THAP, COIL, DM3)		FALSE
adult thorax by wing PC1	TR259338|c0_g2_i1	2313	9.5983	-1.8623	0.021105	NA		Phytanoyl-CoA dioxygenase (PhyH)	PFAM (PhyH)	No	FALSE
adult thorax by wing PC1	TR214131|c0_g1_i2	2314	609.94	1.089	0.021176	NA		Inherit from biNOG: SOGA family member	PFAM (DUF3166), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR256425|c0_g1_i1	2317	10.782	-1.8593	0.021281	NA		ATP-NAD kinase	PFAM (NAD_kinase), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR179781|c0_g1_i1	2318	2.6431	-4.321	0.021347	NA		NA	PFAM (hATC, zf-BED), SMART (COIL)		FALSE
adult thorax by wing PC1	TR250960|c0_g1_i5	2319	21.634	1.2636	0.021352	NA		PDZ domain (Also known as DHR or GLGF)	PFAM (PDZ), SMART (COIL, PDZ)	No	FALSE
adult thorax by wing PC1	TR210641|c1_g1_i1	2320	18.169	4.7368	0.021357	NA		Protein of unknown function (DUF1431)	PFAM (DUF1431), SMART (DM6)	No	FALSE
adult thorax by wing PC1	TR220082|c0_g1_i1	2321	80.856	1.836	0.021357	NA		NA	SMART (COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR268474|c0_g1_i1	2327	17.362	-1.4545	0.021416	rpS16	MRPS16	ribosomal protein S16	PFAM (Ribosomal_S16), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR211503|c0_g2_i1	2328	42.522	2.3502	0.021441	NA		SH3	PFAM (I-set, fn3, ig, SH3_1, V-set, SH3_2, C2-set_2), SMART (IG, FN3, IGc2, COIL, SH3, IG_like)		FALSE
adult thorax by wing PC1	TR253308|c6_g1_i1	2331	15.255	1.3445	0.021441	NA		Endomembrane protein 70	PFAM (EMP70, Peptidase_S10), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR277825|c0_g1_i1	2332	52.6	1.2305	0.021441	NA		Fasciclin domain	PFAM (Fasciclin), SMART (FAS1, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR237004|c0_g1_i6	2335	6.2647	-3.2345	0.021461	OGDH		2-oxoglutarate dehydrogenase	PFAM (E1_dh, Transket_pyr), SMART (Transket_pyr, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR216193|c0_g1_i1	2341	8.5044	1.5876	0.021671	NA		NA	SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR233779|c1_g1_i2	2343	26.823	1.7413	0.021703	NA		acyl-CoA dehydrogenase	PFAM (Acyl-CoA_dh_N, Acyl-CoA_dh_M, Acyl-CoA_dh_1, Acyl-CoA_dh_2)	No	FALSE
adult thorax by wing PC1	TR237559|c0_g3_i1	2347	33.323	-1.2122	0.021733	NA		X-Pro dipeptidyl-peptidase (S15 family)	PFAM (Peptidase_S15, Peptidase_S9, DPPIV_N, DLH, Esterase)	No	FALSE
adult thorax by wing PC1	TR204460|c0_g1_i1	2351	23.41	-1.2172	0.021779	pygopus	PYGO	PHD	PFAM (PHD), SMART (PHD, COIL)	No	FALSE
adult thorax by wing PC1	TR283222|c0_g1_i2	2357	29.354	1.4814	0.021852	NA		Sulfate transporter	PFAM (Sulfate_transp, STAS), SMART (TRANS)	No	FALSE
