model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult gonad by sex	TR211236|c0_g1_i2	41450	3.6232	-1.93	0.00349	NA	TRMT12	tRNA methyltransferase 12 homolog (S. cerevisiae)	PFAM (Met_10)	No	FALSE
adult gonad by sex	TR260863|c0_g2_i1	41457	0.86332	-4.2712	0.003497	NA		NA	SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR223139|c0_g7_i5	41460	3.4987	-2.709	0.0035077	NA		protein Hydra magnipapillata	PFAM (THAP), SMART (THAP, COIL, DM3)	No	FALSE
adult gonad by sex	TR281548|c2_g2_i1	41464	17.535	2.4351	0.0035131	NA	VINCULIN	K05700 vinculin	PFAM (Vinculin), SMART (COIL)	No	FALSE
adult gonad by sex	TR241611|c3_g1_i3	41469	1.9609	-3.7463	0.0035256	NA		Inherit from biNOG: GATA zinc finger domain containing 2B	PFAM (F-box, Attacin_C), SMART (COIL, FBOX)	No	FALSE
adult gonad by sex	TR52208|c0_g1_i1	41480	4.3479	1.1468	0.0035511	NA		Enoyl-CoA hydratase/isomerase family	PFAM (ECH)	No	FALSE
adult gonad by sex	TR231168|c3_g1_i6	41497	2.1838	1.1218	0.0035828	NA		Inherit from biNOG: harbinger transposase derived 1	PFAM (Plant_tran, Transposase_11)	No	FALSE
adult gonad by sex	TR232335|c2_g2_i1	41504	234.8	1.199	0.0036011	NA	ALPHA-CAT	alpha catenin	PFAM (Vinculin), SMART (COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR197720|c0_g1_i1	41529	1.7115	1.3659	0.0036726	Orct	ORCT	Organic cation transporter	PFAM (MFS_1, Sugar_tr, TRI12), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR227449|c3_g2_i1	41530	2.7693	1.9412	0.0036746	NA		NA	PFAM (Mab-21), SMART (COIL)	No	FALSE
adult gonad by sex	TR243770|c0_g2_i1	41536	2.7554	1.0554	0.0036847	hairy	H	Pair-rule protein that regulates embryonic segmentation and adult bristle patterning. Transcriptional repressor of genes that require a bHLH protein for their transcription (e.g. the Fushi tarazu gene)	PFAM (Hairy_orange, HLH), SMART (HLH, ORANGE, COIL)	No	FALSE
adult gonad by sex	TR283746|c4_g1_i11	41550	2.1666	1.1441	0.0037242	NA		transposable element	PFAM (DDE, Transposase_Tc5, CENP-B_N, BrkDBD), SMART (CENPB, ZnF_C2H2, COIL)		FALSE
adult gonad by sex	TR235162|c2_g1_i7	41558	3.5276	1.0982	0.0037547	NA		elongation of very long chain fatty acids protein	PFAM (ELO), SMART (TRANS)	No	FALSE
adult gonad by sex	TR204455|c0_g1_i1	41594	1.3773	1.078	0.0038342	NA		Ion channel	PFAM (Ion_trans_2, Ion_trans), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR274235|c0_g1_i5	41597	6.0149	1.5339	0.003848	NA		Sin3 histone deacetylase corepressor complex component	PFAM (Sds3), SMART (COIL)	No	FALSE
adult gonad by sex	TR248150|c0_g1_i1	41604	2.2833	1.0512	0.0038668	NA		lipase, family member	PFAM (Abhydro_lipase, Abhydrolase_1), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR240265|c0_g1_i4	41615	2.5024	1.2481	0.0038999	NA		Pfam:DDE	PFAM (DDE, HTH_psq), SMART (CENPB, COIL, ZnF_C2HC)		FALSE
adult gonad by sex	TR202555|c0_g1_i1	41627	3.5475	1.2498	0.0039155	NA		Juvenile hormone-inducible protein	PFAM (DUF227, DUF1679, APH, Choline_kinase), SMART (CHK)	No	FALSE
adult gonad by sex	TR227710|c0_g1_i1	41631	6.8514	-9.6766	0.0039223	NA		serine threonine-protein kinase	PFAM (Pkinase_Tyr, Pkinase), SMART (COIL, S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR208594|c0_g1_i1	41649	1.8521	1.3928	0.0039716	NA	HARBI1	transposon protein	PFAM (Plant_tran, Transposase_11), SMART (TRANS)	No	FALSE
adult gonad by sex	TR250190|c2_g2_i3	41650	2.7178	1.3119	0.0039765	NA		NA	PFAM (I-set, V-set), SMART (COIL, IGc2, IG)	No	FALSE
adult gonad by sex	TR253083|c1_g1_i1	41659	4.1162	1.867	0.0040111	NA		Ankyrin repeat	PFAM (Ank), SMART (ANK, COIL)	Yes	TRUE
adult gonad by sex	TR283229|c0_g1_i2	41668	1.1276	1.2383	0.004027	NA		BESS motif	PFAM (BESS, MADF_DNA_bdg), SMART (MADF)	No	FALSE
adult gonad by sex	TR238349|c0_g1_i1	41673	2.86	-1.0012	0.0040417	NA		Prostaglandin E synthase 2	PFAM (Glutaredoxin, GST_C), SMART (TRANS)	No	FALSE
adult gonad by sex	TR256731|c1_g1_i2	41674	14.076	-2.8475	0.0040417	NA	CYPL	PPIases accelerate the folding of proteins (By similarity)	PFAM (Pro_isomerase)	No	FALSE
adult gonad by sex	TR268304|c0_g1_i1	41691	4.9397	2.5753	0.0040844	NA		RAB	PFAM (Gtr1_RagA, Miro, Arf, Ras), SMART (RAB)	No	FALSE
adult gonad by sex	TR238575|c0_g1_i3	41695	2.0971	1.8549	0.0040948	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR271141|c0_g1_i1	41704	52.288	-1.5747	0.0041186	NA		COMPASS (Complex proteins associated with Set1p) component N	PFAM (SET, N-SET, RRM_1), SMART (SET, PostSET, RRM, COIL)	No	FALSE
adult gonad by sex	TR198914|c4_g6_i4	41705	5.4934	10.302	0.0041253	NA	TRH	Biopterin-dependent aromatic amino acid hydroxylase	PFAM (Biopterin_H, ACT), SMART (COIL)	No	FALSE
adult gonad by sex	TR278407|c0_g1_i2	41720	7.7052	-1.454	0.0041767	NA		BTB And C-terminal Kelch	PFAM (Kelch_1, Kelch_2, BACK, BTB, DEAD), SMART (Kelch, BACK, BTB)	No	FALSE
adult gonad by sex	TR255711|c0_g1_i1	41725	1.594	1.7188	0.0041844	NA		NA	SMART (SIGNAL, COIL, TRANS)	No	FALSE
adult gonad by sex	TR248572|c2_g1_i5	41731	3.9844	1.0749	0.0041954	NA		Putative transmembrane protein	PFAM (Tmp39), SMART (TRANS)	No	FALSE
adult gonad by sex	TR200751|c11_g1_i5	41732	2.6517	5.9876	0.0041967	NA		nudE nuclear distribution E homolog (A. nidulans)-like 1	PFAM (NUDE_C), SMART (COIL)		FALSE
adult gonad by sex	TR229954|c1_g1_i40	41733	21.019	1.456	0.0042013	NA		DDT domain	PFAM (PHD, DDT, Bromodomain, MBD), SMART (COIL, PHD, BROMO, RING, MBD)	No	FALSE
adult gonad by sex	TR229903|c1_g2_i3	41739	2.0733	1.0535	0.0042227	NA		Inherit from veNOG: general transcription factor II-I repeat domain-containing protein		No	FALSE
adult gonad by sex	TR202093|c1_g1_i4	41777	4.1122	-1.3355	0.0043324	NA		ZIP Zinc transporter	PFAM (Zip), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR280752|c0_g2_i1	41780	2.5593	1.4922	0.0043374	NA	PXD	peroxidase	PFAM (An_peroxidase), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR200005|c10_g9_i1	41794	61.55	-1.3668	0.0043838	hemiptericin					FALSE
adult gonad by sex	TR265757|c0_g1_i2	41799	27.443	1.9779	0.0044028	NA		Lung seven transmembrane receptor	PFAM (Lung_7-TM_R), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR202685|c0_g1_i1	41801	17.879	-3.0261	0.0044151	NA		Inherit from KOG: desaturase	PFAM (FA_desaturase), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR251732|c7_g1_i6	41809	6.8963	-1.669	0.004431	NA		RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PFAM (RRM_1), SMART (RRM, COIL, TRANS)	No	FALSE
adult gonad by sex	TR271772|c2_g1_i1	41826	27.715	1.6099	0.0044794	NA	CTSL2	cathepsin	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Inhibitor_I29, SIGNAL, Pept_C1)	No	FALSE
adult gonad by sex	TR219063|c7_g1_i1	41834	7.4786	2.698	0.0044945	NA		Ankyrin repeat	PFAM (Ank), SMART (ANK)	No	FALSE
adult gonad by sex	TR198895|c7_g2_i2	41869	80.815	-1.361	0.00464	Ago1	AGO1	translation initiation factor 2C	PFAM (Piwi, PAZ, DUF1785), SMART (Piwi, PAZ, DUF1785)	No	FALSE
adult gonad by sex	TR264593|c0_g3_i4	41886	2.0802	9.2847	0.0047191	NA		Carboxypeptidase	PFAM (Peptidase_M14, Propep_M14), SMART (Zn_pept, SIGNAL)	No	FALSE
adult gonad by sex	TR200044|c7_g1_i5	41887	0.79393	-2.7746	0.0047255	NA		Inherit from opiNOG: to reverse transcriptase	PFAM (rve, RVT_1, RVP, Retrotrans_gag), SMART (COIL, ZnF_C2HC)	No	FALSE
adult gonad by sex	TR229535|c0_g3_i1	41888	3.7065	1.0719	0.0047293	NA		Insect cuticle protein	PFAM (Chitin_bind_4), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR275540|c0_g2_i6	41894	1.538	1.3565	0.0047462	NA	ORCT	Organic cation transporter	PFAM (MFS_1, Sugar_tr, TRI12), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR284688|c3_g2_i2	41898	8.0255	-2.4403	0.0047623	NA	DCAF11	ddb1 and cul4 associated factor 11	PFAM (WD40), SMART (WD40)	No	FALSE
adult gonad by sex	TR236441|c3_g1_i12	41905	1.2779	1.088	0.0047879	NA		Inherit from meNOG: transposase yabusame-1	PFAM (FLYWCH), SMART (TRANS, AT_hook)	No	FALSE
adult gonad by sex	TR266487|c1_g1_i1	41912	7.9731	-1.3978	0.0048097	NA		Ankyrin Repeat Protein	PFAM (Ank, DUF3447, ZU5, Death), SMART (ANK, TRANS, COIL)		FALSE
adult gonad by sex	TR208044|c1_g3_i2	41914	28.325	1.2554	0.0048152	NA		actin binding	PFAM (LIM, VHP), SMART (LIM, COIL, VHP)	No	FALSE
adult gonad by sex	TR253866|c0_g1_i1	41915	1.2393	1.7154	0.0048348	NA		NA	SMART (SIGNAL, COIL, TRANS)	No	FALSE
adult gonad by sex	TR202133|c2_g2_i7	41926	5.2217	2.5367	0.0048675	NA		Oxidative-stress-responsive kinase 1 C terminal	PFAM (Pkinase, Pkinase_Tyr, OSR1_C), SMART (COIL, STYKc, S_TKc)	No	FALSE
adult gonad by sex	TR213391|c0_g1_i5	41927	0.80377	-3.6931	0.0048765	rhinoceros	RNO	PHD finger protein	PFAM (EPL1, PHD), SMART (PHD, COIL, AT_hook, TRANS)	No	FALSE
adult gonad by sex	TR284917|c0_g1_i6	41939	0.6481	-2.4001	0.0049002	NA		DM4/DM12 family	PFAM (DM4_12), SMART (SIGNAL, DM4_12, TRANS)	No	FALSE
adult gonad by sex	TR253947|c0_g1_i3	41950	0.87276	-2.4796	0.0049382	NA		Proline dehydrogenase	PFAM (Pro_dh), SMART (COIL)	No	FALSE
adult gonad by sex	TR264350|c0_g1_i1	41956	1.7006	1.0124	0.0049788	NA		Inherit from opiNOG: protein Hydra magnipapillata	SMART (DDE_Tnp_IS1595)	No	FALSE
adult gonad by sex	TR246085|c2_g1_i2	42009	15.931	-1.8548	0.0051767	NA		Inherit from biNOG: chromosome 10 open reading frame 118	SMART (COIL)	No	FALSE
adult gonad by sex	TR273820|c0_g1_i1	42015	2.8977	-2.4704	0.0051835	NA		Amino acids transporter	PFAM (AA_permease), SMART (TRANS)	No	FALSE
adult gonad by sex	TR253060|c0_g1_i5	42035	3.4133	9.8373	0.005241	NA		Inherit from biNOG: ankyrin 3, node of Ranvier (ankyrin G)	PFAM (Ank, ZU5, Death), SMART (ANK, COIL, ZU5, DEATH, SIGNAL)	No	FALSE
adult gonad by sex	TR79941|c0_g1_i1	42058	4.5173	1.2175	0.0053117	cuticle prot					FALSE
adult gonad by sex	TR257227|c10_g2_i1	42065	2.4825	1.0058	0.005335	NA		NA	PFAM (Transposase_37, THAP), SMART (THAP, DM3, COIL)	No	FALSE
adult gonad by sex	TR210929|c1_g2_i2	42079	333.61	-1.3125	0.0053849	NA		Ankyrin Repeat Protein	PFAM (Ank, DUF3447, ZU5, Death), SMART (ANK, TRANS, COIL)		FALSE
adult gonad by sex	TR221622|c0_g1_i8	42084	55.796	-1.1098	0.0054189	Chromo	CHRO	Chromo (CHRromatin Organisation MOdifier) domain	PFAM (Chromo), SMART (CHROMO, COIL)	No	FALSE
adult gonad by sex	TR70307|c0_g1_i1	42092	6.0364	1.2422	0.0054592	NA		plasma glutamate	PFAM (Peptidase_M28, PA, Peptidase_M20), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR89523|c0_g1_i1	42108	63.132	1.1798	0.00553	NA	LYSS	Unlikely to play an active role in the humoral immune defense. May have a function in the digestion of bacteria in the food	PFAM (Lys, Transglycosylas, SLT), SMART (LYZ1, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR218609|c0_g2_i1	42110	4.476	1.0393	0.0055376	NA		Anoctamin	PFAM (Anoctamin), SMART (TRANS)	No	FALSE
adult gonad by sex	TR269040|c1_g1_i4	42114	8.1258	-1.325	0.0055487	NA		cathepsin	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR77629|c0_g1_i1	42122	1.0264	-1.1157	0.0055705	NA		glucose dehydrogenase	PFAM (GMC_oxred_C, GMC_oxred_N, FAD_binding_2), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR235268|c4_g2_i4	42129	2.6012	-2.9234	0.0055832	NA		NA	SMART (SANT)	No	FALSE
adult gonad by sex	TR256714|c0_g1_i1	42137	4.3122	1.11	0.0055984	NA		Alcohol dehydrogenase transcription factor Myb/SANT-like	PFAM (MADF_DNA_bdg), SMART (MADF, COIL)	No	FALSE
adult gonad by sex	TR215128|c0_g1_i1	42145	3.8872	8.1525	0.0056358	Obp73A	OBP73A	NA	PFAM (PBP_GOBP), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR280724|c0_g6_i1	42162	1.9516	1.1382	0.0056766	NA		NA		No	FALSE
adult gonad by sex	TR236568|c0_g1_i1	42178	11.97	-1.2858	0.0057351	NA		Acyltransferase family	PFAM (Acyl_transf_3), SMART (TRANS, NRF, SIGNAL)	No	FALSE
adult gonad by sex	TR256362|c0_g1_i2	42202	0.70083	-6.2853	0.0058191	NA	ELMOD3	ELMO CED-12 domain containing 3	PFAM (ELMO_CED12)	No	FALSE
adult gonad by sex	TR230862|c3_g1_i2	42228	2.2596	-2.2626	0.0059144	NA		2-hydroxyphytanoyl-CoA lyase	PFAM (TPP_enzyme_N, TPP_enzyme_M, TPP_enzyme_C), SMART (TRANS)	No	FALSE
adult gonad by sex	TR283437|c1_g1_i4	42242	3.9182	-8.7566	0.0059576	NA		Ectopic P granules protein 5 homolog	SMART (COIL)	No	FALSE
adult gonad by sex	TR110273|c0_g1_i1	42247	2.4859	-1.1794	0.0059971	NA		RING	PFAM (zf-C3HC4), SMART (RING)	No	FALSE
adult gonad by sex	TR252122|c3_g2_i7	42257	10.087	1.1598	0.0060359	NA		Sodium potassium-transporting ATPase subunit	PFAM (Na_K-ATPase), SMART (TRANS)	No	FALSE
adult gonad by sex	TR205769|c1_g1_i3	42271	3.4424	1.907	0.0060897	agrin		Kazal-type serine protease inhibitor domain	PFAM (Kazal_2, Kazal_1), SMART (KAZAL, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR263542|c0_g1_i10	42286	0.83086	-4.6101	0.0061251	NA		F-box and WD40 domain protein	PFAM (WD40, F-box), SMART (WD40, FBOX)	No	FALSE
adult gonad by sex	TR209810|c0_g1_i1	42314	8.0819	2.1728	0.0062656	NA		Exostosin family	PFAM (Exostosin, Glyco_transf_64), SMART (TRANS)	No	FALSE
adult gonad by sex	TR56049|c0_g1_i1	42364	3.4241	3.1671	0.0064686	NA		conserved hypothetical protein	PFAM (Acetyltransf_1)	No	FALSE
adult gonad by sex	TR198102|c0_g4_i12	42365	3.2997	1.1494	0.0064697	cyp450	CYP6A9	cytochrome P450	PFAM (p450), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR222044|c2_g3_i14	42370	14.009	1.3498	0.0064914	NA		Dihydroxyacetone kinase	PFAM (Dak1, Dak2), SMART (Dak2)	No	FALSE
adult gonad by sex	TR243525|c0_g8_i1	42374	66.207	-1.0952	0.006499	NA	DTD1	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)	PFAM (Tyr_Deacylase)	No	FALSE
adult gonad by sex	TR210318|c2_g4_i1	42381	4.0186	1.1536	0.0065364	serpin-19	SRPN19	Serpin (serine protease inhibitor)	PFAM (Serpin), SMART (SERPIN, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR283730|c3_g1_i2	42387	5.7828	1.1927	0.0065576	FMRFaR		Inherit from biNOG: Serpentine type 7TM GPCR chemoreceptor Srw	PFAM (7TM_GPCR_Srw, 7tm_1, 7TM_GPCR_Srsx), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR230667|c7_g3_i1	42402	15.976	1.2324	0.0066197	NA	SIR2	Sir2 family	PFAM (SIR2), SMART (COIL)	No	FALSE
adult gonad by sex	TR245279|c1_g3_i1	42406	8.3821	4.7549	0.0066496	NA		PBPe	PFAM (Lig_chan, Lig_chan-Glu_bd, SBP_bac_3, ANF_receptor), SMART (TRANS, Lig_chan-Glu_bd, PBPe, SIGNAL)	No	FALSE
adult gonad by sex	TR235705|c3_g1_i1	42407	9.2104	2.2818	0.006657	NA		NA	PFAM (Transposase_37, THAP, hATC), SMART (THAP, COIL, DM3)	No	FALSE
adult gonad by sex	TR205264|c2_g1_i2	42414	1.6858	-1.5249	0.0066806	NA		RhoGAP	PFAM (RhoGAP, Cofilin_ADF), SMART (RhoGAP, ADF)	No	FALSE
adult gonad by sex	TR235260|c1_g1_i4	42418	1.7186	-1.234	0.0066918	NA		PLAC (protease and lacunin) domain	PFAM (Kunitz_BPTI, TSP_1, I-set, ig, ADAM_spacer1, PLAC, V-set, WAP), SMART (KU, TSP1, IGc2, WAP, SIGNAL, IG, TRANS)	No	FALSE
adult gonad by sex	TR209934|c0_g1_i1	42430	2.0145	1.8577	0.006744	NA		Multiple inositol polyphosphate phosphatase	PFAM (Acid_phosphat_A), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR250736|c0_g1_i2	42433	2.6799	1.6864	0.0067489	NA		Organic anion	PFAM (OATP, MFS_1, Kazal_2), SMART (TRANS, KAZAL, COIL)	No	FALSE
adult gonad by sex	TR270810|c0_g3_i5	42461	5.1432	1.0213	0.0068411	NA		Pfam:DDE	PFAM (DDE, HTH_psq), SMART (PHD)	No	FALSE
adult gonad by sex	TR277151|c0_g1_i1	42480	1.7652	1.0713	0.0069527	NA		Inherit from opiNOG: protein Hydra magnipapillata	PFAM (THAP, zf-C3HC4), SMART (THAP, DM3, TRANS, RING)	No	FALSE
adult gonad by sex	TR284777|c0_g1_i4	42494	84.285	-1.1449	0.0070548	NA		heterochromatin organization	PFAM (HABP4_PAI-RBP1), SMART (COIL)	No	FALSE
adult gonad by sex	TR281566|c0_g2_i4	42514	81.222	1.4947	0.00718	NA		Protein dopey-1 homolog	PFAM (Dopey_N), SMART (COIL)	No	FALSE
adult gonad by sex	TR217708|c2_g10_i1	42521	1.0525	-1.0972	0.0072158	NA		Glycosyl hydrolase family 79, N-terminal domain 	PFAM (Glyco_hydro_79n, Glyco_hydro_cc), SMART (TRANS)	No	FALSE
adult gonad by sex	TR262988|c1_g1_i2	42528	176.08	-1.1834	0.0072349	NA		Inherit from biNOG: nucleolar and coiled-body phosphoprotein 1	PFAM (SRP40_C), SMART (LisH)		FALSE
adult gonad by sex	TR279439|c0_g1_i4	42531	55.421	1.5658	0.0072577	NA	LAP	Phosphatidylinositol-binding clathrin assembly protein	PFAM (ANTH, ENTH), SMART (ENTH, COIL, TRANS)	No	FALSE
adult gonad by sex	TR223243|c1_g1_i17	42545	158.65	1.2389	0.0073263	bruno	ARET	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PFAM (RRM_1), SMART (RRM, COIL)	No	FALSE
adult gonad by sex	TR214102|c0_g1_i4	42574	2.5869	-3.7593	0.0074772	NA		bZIP transcription factor	PFAM (bZIP_1, bZIP_2), SMART (COIL, BRLZ)	No	FALSE
adult gonad by sex	TR243161|c2_g16_i1	42577	133.16	-1.2776	0.0074973	IkB-1	IKB-1	Death domain	PFAM (Ank, Death), SMART (ANK, DEATH)	Yes	TRUE
adult gonad by sex	TR200391|c0_g1_i2	42580	33.283	-2.1025	0.0075154	NA		Leucine Rich Repeat	PFAM (LRR_1), SMART (LRR)	No	FALSE
adult gonad by sex	TR207597|c0_g1_i3	42587	3.0937	2.2988	0.0075572	NA		Rer1 family	PFAM (Rer1), SMART (TRANS)	No	FALSE
adult gonad by sex	TR206781|c1_g6_i1	42590	0.97221	-1.9554	0.0075594	NA	KIAA1324L	KIAA1324-like	SMART (TRANS, SIGNAL, EGF_like)		FALSE
adult gonad by sex	TR212238|c0_g1_i2	42615	2.0243	1.3156	0.0076941	roadkill	SPOPL	Speckle-type POZ	PFAM (BTB, MATH), SMART (MATH, BTB)	No	FALSE
adult gonad by sex	TR198110|c0_g1_i2	42633	262.71	-1.2005	0.0077729	cyp450	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	PFAM (p450), SMART (TRANS)	No	FALSE
adult gonad by sex	TR215796|c0_g3_i1	42638	3.8715	8.0016	0.0077802	NA		NA	SMART (COIL, PH)	No	FALSE
adult gonad by sex	TR241623|c0_g1_i9	42643	12.598	-1.5572	0.0078125	NA		SCP	PFAM (CAP), SMART (SCP, SIGNAL)	No	FALSE
adult gonad by sex	TR198265|c3_g1_i4	42666	5.9953	1.1651	0.0079675	NA	NHA1	Sodium/hydrogen exchanger family	PFAM (Na_H_Exchanger), SMART (TRANS)	No	FALSE
adult gonad by sex	TR223115|c0_g8_i1	42696	28.746	1.3794	0.0081337	r.t.		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, GIY-YIG), SMART (COIL)	No	FALSE
adult gonad by sex	TR278770|c7_g4_i1	42718	1.6123	1.4296	0.0082359	NA		GMC oxidoreductase	PFAM (GMC_oxred_N, GMC_oxred_C), SMART (TRANS)	No	FALSE
adult gonad by sex	TR284692|c4_g1_i1	42736	50.227	1.5526	0.0083439	NA		BRCA1 C Terminus (BRCT) domain	PFAM (BRCT), SMART (BRCT, COIL)	No	FALSE
adult gonad by sex	TR38795|c0_g1_i1	42737	3.7445	1.0692	0.0083439	NA		transcription factor HES-1 (Hairy and enhancer of split 1)	PFAM (Hairy_orange, HLH, zf-CCHC), SMART (HLH, COIL, ZnF_C2HC)	No	FALSE
adult gonad by sex	TR234396|c8_g6_i4	42773	1.465	1.079	0.0085396	NA		to Y54G2A.42	SMART (COIL)	No	FALSE
adult gonad by sex	TR227398|c7_g1_i1	42813	76.548	1.1762	0.0087875	NA		Collagenase NC10 and Endostatin	PFAM (Collagen, Endostatin), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR264048|c1_g1_i2	42822	2.8912	1.2058	0.0088413	NA	CYP6A9	cytochrome P450	PFAM (p450), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR168193|c0_g1_i1	42851	1.4075	1.2409	0.0090311	NA	DNAN	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The beta chain is required for initiation of replication once it is clamped onto DNA, it slides freely (bidirectional and ATP- independent) along duplex DNA (By similarity)	PFAM (DNA_pol3_beta, DNA_pol3_beta_2, DNA_pol3_beta_3), SMART (POL3Bc)	No	FALSE
adult gonad by sex	TR223083|c6_g4_i4	42852	8.3926	1.4263	0.0090313	NA		Acyltransferase	PFAM (Acyltransferase), SMART (TRANS, PlsC)	No	FALSE
adult gonad by sex	TR268132|c0_g1_i1	42853	5.4331	2.3975	0.0090317	NA		cathepsin	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR278416|c4_g1_i11	42855	1.4854	1.2937	0.0090496	NA		alkaline phosphatase	PFAM (Alk_phosphatase, Phosphodiest, Sulfatase, Metalloenzyme), SMART (alkPPc, TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR229954|c1_g1_i39	42865	50.994	1.0492	0.009135	NA		DDT domain	PFAM (PHD, DDT, Bromodomain, MBD), SMART (COIL, PHD, BROMO, RING, MBD)	No	FALSE
adult gonad by sex	TR235311|c5_g4_i1	42874	3.0147	1.287	0.0091823	NA	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells	PFAM (Ank, RHD, Death), SMART (ANK, IPT, DEATH, COIL)		FALSE
adult gonad by sex	TR261329|c0_g1_i1	42898	2.7044	1.4598	0.0092739	NA		Ion transport protein	PFAM (Ank, Ion_trans), SMART (ANK, TRANS, COIL)	No	FALSE
adult gonad by sex	TR262799|c1_g4_i2	42921	3.1227	-1.0565	0.0093681	NA		a disintegrin and metalloproteinase with thrombospondin motifs	PFAM (Reprolysin, Pep_M12B_propep), SMART (SIGNAL, COIL, TRANS)	No	FALSE
adult gonad by sex	TR220244|c0_g1_i8	42923	3.9994	1.1562	0.0093748	NA	ACP2	acid) phosphatase	PFAM (Acid_phosphat_A, PGAM), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR209745|c0_g1_i2	42928	3.0368	1.1334	0.0094047	NA		Ankyrin repeat domain-containing protein	PFAM (Ank), SMART (ANK, COIL)		FALSE
adult gonad by sex	TR224189|c1_g8_i1	42936	6.2557	1.0413	0.0094379	NA		RhoGEF	PFAM (RhoGEF, SH3_1, PH, SH3_2, CRAL_TRIO, Spectrin), SMART (RhoGEF, PH, COIL, SH3, SPEC, SEC14, TRANS)	No	FALSE
adult gonad by sex	TR216333|c5_g1_i2	42964	16.937	-1.3739	0.0096097	NA		Ankyrin Repeat Protein	PFAM (Ank, DUF3447, ZU5, Death), SMART (ANK, TRANS, COIL)		FALSE
adult gonad by sex	TR244740|c0_g1_i3	42965	3.2331	1.2856	0.009612	NA		Diacylglycerol kinase	PFAM (RA, C1_1, DAGK_cat, DAGK_acc), SMART (C1, RA, DAGKa, DAGKc, COIL)	No	FALSE
adult gonad by sex	TR283695|c1_g3_i3	42985	3.2761	1.0543	0.009738	NA		Mitochondrial carrier	PFAM (Mito_carr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR221393|c2_g1_i1	42989	4.248	1.247	0.0097655	NA		Phorbol esters/diacylglycerol binding domain (C1 domain)	PFAM (C1_1, C2, TIL), SMART (TRANS, C2, C1, COIL)	No	FALSE
adult gonad by sex	TR258569|c0_g1_i1	42993	1.1344	-1.0392	0.0097809	NA		Popeye protein conserved region	PFAM (Popeye), SMART (TRANS)	No	FALSE
adult gonad by sex	TR244650|c0_g1_i2	43004	8.8529	1.1723	0.0098766	NA		Domain of unknown function (DUF389) 	PFAM (DUF389), SMART (TRANS)	No	FALSE
adult gonad by sex	TR263548|c0_g1_i4	43012	2.0693	1.3451	0.0099425	NA		GATA binding protein	PFAM (GATA), SMART (ZnF_GATA)	No	FALSE
